Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
16-APR-2026,20MICRONS,181.90,168.64,0.0757,0.0295,0.0299,0.5712
16-APR-2026,21STCENMGM,31.78,31.16,0.0197,0.0197,0.0197,0.3764
16-APR-2026,360ONE,1076.45,1056.00,0.0192,0.0220,0.0220,0.4203
16-APR-2026,3IINFOLTD,17.33,16.90,0.0251,0.0258,0.0258,0.4929
16-APR-2026,3MINDIA,31265.00,31440.00,-0.0056,0.0191,0.0191,0.3649
16-APR-2026,3PLAND,35.99,36.29,-0.0083,0.0281,0.0280,0.5349
16-APR-2026,500009,28.88,29.18,-0.0103,0.0323,0.0322,0.6152
16-APR-2026,500012,41.96,41.62,0.0081,0.0272,0.0271,0.5177
16-APR-2026,500014,4.24,4.16,0.0190,0.0306,0.0306,0.5846
16-APR-2026,500016,8.08,8.11,-0.0037,0.0330,0.0329,0.6286
16-APR-2026,500028,35.67,34.94,0.0207,0.0318,0.0318,0.6075
16-APR-2026,500051,3.42,3.36,0.0177,0.0231,0.0231,0.4413
16-APR-2026,500058,14.98,14.34,0.0437,0.0324,0.0325,0.6209
16-APR-2026,500068,12295.00,12309.50,-0.0012,0.0187,0.0187,0.3573
16-APR-2026,500069,260.85,259.55,0.0050,0.0248,0.0247,0.4719
16-APR-2026,500123,9285.85,9031.45,0.0278,0.0239,0.0239,0.4566
16-APR-2026,500142,10.65,11.30,-0.0592,0.0412,0.0413,0.7890
16-APR-2026,500143,579.55,588.05,-0.0146,0.0353,0.0353,0.6744
16-APR-2026,500147,5236.95,5052.00,0.0360,0.0329,0.0330,0.6305
16-APR-2026,500159,137.85,114.90,0.1821,0.0249,0.0279,0.5330
16-APR-2026,500166,162.30,162.15,0.0009,0.0221,0.0220,0.4203
16-APR-2026,500168,776.20,783.40,-0.0092,0.0141,0.0141,0.2694
16-APR-2026,500170,23.52,23.43,0.0038,0.0323,0.0322,0.6152
16-APR-2026,500192,1.82,1.77,0.0279,0.0338,0.0338,0.6457
16-APR-2026,500202,7.72,7.72,0.0000,0.0346,0.0345,0.6591
16-APR-2026,500206,69.02,65.05,0.0592,0.0348,0.0350,0.6687
16-APR-2026,500213,343.30,344.30,-0.0029,0.0252,0.0251,0.4795
16-APR-2026,500220,151.55,156.25,-0.0305,0.0300,0.0300,0.5731
16-APR-2026,500239,15.15,16.28,-0.0719,0.0324,0.0327,0.6247
16-APR-2026,500240,245.05,243.60,0.0059,0.0326,0.0325,0.6209
16-APR-2026,500245,441.95,399.65,0.1006,0.0228,0.0238,0.4547
16-APR-2026,500246,46.55,43.99,0.0566,0.0421,0.0422,0.8062
16-APR-2026,500264,132.80,131.70,0.0083,0.0309,0.0308,0.5884
16-APR-2026,500267,315.35,314.45,0.0029,0.0282,0.0281,0.5368
16-APR-2026,500270,113.00,109.35,0.0328,0.0226,0.0227,0.4337
16-APR-2026,500277,6.62,6.70,-0.0120,0.0415,0.0414,0.7909
16-APR-2026,500285,14.14,13.47,0.0485,0.0369,0.0370,0.7069
16-APR-2026,500298,621.95,609.20,0.0207,0.0290,0.0290,0.5540
16-APR-2026,500307,535.20,531.25,0.0074,0.0128,0.0127,0.2426
16-APR-2026,500319,77.57,75.30,0.0297,0.0273,0.0273,0.5216
16-APR-2026,500322,116.70,116.75,-0.0004,0.0358,0.0357,0.6820
16-APR-2026,500346,51.45,50.20,0.0246,0.0340,0.0339,0.6477
16-APR-2026,500357,13.95,13.48,0.0343,0.0337,0.0337,0.6438
16-APR-2026,500360,189.05,182.05,0.0377,0.0364,0.0364,0.6954
16-APR-2026,500365,37.04,36.62,0.0114,0.0291,0.0290,0.5540
16-APR-2026,500370,30.45,31.51,-0.0342,0.0360,0.0360,0.6878
16-APR-2026,500371,25.27,24.78,0.0196,0.0329,0.0328,0.6266
16-APR-2026,500388,82.00,78.10,0.0487,0.0326,0.0327,0.6247
16-APR-2026,500389,8.79,8.38,0.0478,0.0323,0.0324,0.6190
16-APR-2026,500414,296.30,291.15,0.0175,0.0328,0.0328,0.6266
16-APR-2026,500421,16.00,15.90,0.0063,0.0318,0.0317,0.6056
16-APR-2026,500422,172.10,163.95,0.0485,0.0357,0.0357,0.6820
16-APR-2026,500426,1.80,1.82,-0.0110,0.0372,0.0371,0.7088
16-APR-2026,500449,29.52,28.06,0.0507,0.0331,0.0332,0.6343
16-APR-2026,500450,458.00,440.10,0.0399,0.0338,0.0338,0.6457
16-APR-2026,500458,32.00,31.38,0.0196,0.0380,0.0379,0.7241
16-APR-2026,500500,16.99,16.76,0.0136,0.0350,0.0350,0.6687
16-APR-2026,500672,999.70,992.60,0.0071,0.0213,0.0213,0.4069
16-APR-2026,501110,7.15,7.15,0.0000,0.0005,0.0005,0.0096
16-APR-2026,501111,12.14,12.14,0.0000,0.0032,0.0031,0.0592
16-APR-2026,501148,330.70,337.40,-0.0201,0.0152,0.0153,0.2923
16-APR-2026,501151,3857.00,3673.35,0.0488,0.0186,0.0189,0.3611
16-APR-2026,501270,1.34,1.34,0.0000,0.0007,0.0007,0.0134
16-APR-2026,501298,6117.50,6061.50,0.0092,0.0221,0.0220,0.4203
16-APR-2026,501311,19.37,18.45,0.0487,0.0319,0.0320,0.6114
16-APR-2026,501314,0.71,0.60,0.1683,0.0377,0.0395,0.7546
16-APR-2026,501351,83.40,79.43,0.0488,0.0310,0.0311,0.5942
16-APR-2026,501370,108.00,107.03,0.0090,0.0344,0.0343,0.6553
16-APR-2026,501386,19.21,19.21,0.0000,0.0140,0.0140,0.2675
16-APR-2026,501391,556.95,559.85,-0.0052,0.0317,0.0317,0.6056
16-APR-2026,501421,5899.85,5793.35,0.0182,0.0326,0.0326,0.6228
16-APR-2026,501430,1658.40,1680.00,-0.0129,0.0261,0.0261,0.4986
16-APR-2026,501477,220.00,225.00,-0.0225,0.0319,0.0318,0.6075
16-APR-2026,501479,11.02,11.02,0.0000,0.0000,0.0000,0.0000
16-APR-2026,501622,47.18,44.94,0.0486,0.0268,0.0270,0.5158
16-APR-2026,501630,24.48,24.48,0.0000,0.0017,0.0017,0.0325
16-APR-2026,501700,7.25,7.45,-0.0272,0.0306,0.0306,0.5846
16-APR-2026,501833,19.94,19.88,0.0030,0.0326,0.0325,0.6209
16-APR-2026,501848,49.62,48.80,0.0167,0.0382,0.0382,0.7298
16-APR-2026,501945,9.56,9.38,0.0190,0.0139,0.0139,0.2656
16-APR-2026,502015,25.79,25.90,-0.0043,0.0344,0.0344,0.6572
16-APR-2026,502250,638.35,608.00,0.0487,0.0324,0.0325,0.6209
16-APR-2026,502281,6.56,6.98,-0.0621,0.0371,0.0373,0.7126
16-APR-2026,502294,42.45,43.31,-0.0201,0.0453,0.0452,0.8635
16-APR-2026,502445,41.13,39.01,0.0529,0.0398,0.0399,0.7623
16-APR-2026,502587,54.49,53.27,0.0226,0.0279,0.0279,0.5330
16-APR-2026,502589,104.18,99.22,0.0488,0.0290,0.0292,0.5579
16-APR-2026,502850,15.03,15.03,0.0000,0.0052,0.0052,0.0993
16-APR-2026,502865,341.00,335.45,0.0164,0.0292,0.0292,0.5579
16-APR-2026,502873,112.75,104.28,0.0781,0.0300,0.0304,0.5808
16-APR-2026,502893,70.64,67.91,0.0394,0.0434,0.0434,0.8292
16-APR-2026,502901,81.36,83.15,-0.0218,0.0273,0.0273,0.5216
16-APR-2026,502933,102.00,103.80,-0.0175,0.0323,0.0322,0.6152
16-APR-2026,502958,7272.75,7449.00,-0.0239,0.0207,0.0207,0.3955
16-APR-2026,503092,26.42,26.42,0.0000,0.0504,0.0502,0.9591
16-APR-2026,503127,5250.00,5363.95,-0.0215,0.0262,0.0261,0.4986
16-APR-2026,503229,164.55,164.55,0.0000,0.0331,0.0330,0.6305
16-APR-2026,503349,5339.00,5340.10,-0.0002,0.0267,0.0267,0.5101
16-APR-2026,503622,7.71,7.71,0.0000,0.0020,0.0020,0.0382
16-APR-2026,503624,9.49,9.31,0.0191,0.0433,0.0432,0.8253
16-APR-2026,503626,10.50,10.50,0.0000,0.0000,0.0000,0.0000
16-APR-2026,503635,580.80,611.35,-0.0513,0.0283,0.0285,0.5445
16-APR-2026,503639,32.49,30.95,0.0486,0.0349,0.0350,0.6687
16-APR-2026,503641,2.08,1.99,0.0442,0.0396,0.0396,0.7566
16-APR-2026,503657,13.32,12.90,0.0320,0.0320,0.0320,0.6114
16-APR-2026,503663,1.04,1.03,0.0097,0.0357,0.0356,0.6801
16-APR-2026,503671,4.55,4.55,0.0000,0.0000,0.0000,0.0000
16-APR-2026,503675,1.12,1.18,-0.0522,0.0419,0.0419,0.8005
16-APR-2026,503681,123995.05,107808.20,0.1399,0.3243,0.3236,6.1824
16-APR-2026,503685,16.20,16.14,0.0037,0.0342,0.0341,0.6515
16-APR-2026,503689,3.20,3.20,0.0000,0.0000,0.0000,0.0000
16-APR-2026,503696,55.00,55.00,0.0000,0.0000,0.0000,0.0000
16-APR-2026,503772,67.90,67.90,0.0000,0.0289,0.0288,0.5502
16-APR-2026,503776,41.29,39.33,0.0486,0.0417,0.0418,0.7986
16-APR-2026,503804,308.80,316.90,-0.0259,0.0251,0.0251,0.4795
16-APR-2026,503816,38.23,36.24,0.0535,0.0339,0.0340,0.6496
16-APR-2026,503837,12.96,13.62,-0.0497,0.0353,0.0354,0.6763
16-APR-2026,503863,19.54,19.54,0.0000,0.0263,0.0262,0.5006
16-APR-2026,504000,102.37,102.57,-0.0020,0.0240,0.0240,0.4585
16-APR-2026,504028,67.33,67.83,-0.0074,0.0265,0.0264,0.5044
16-APR-2026,504076,71.51,67.53,0.0573,0.0371,0.0372,0.7107
16-APR-2026,504080,971.80,1072.30,-0.0984,0.0350,0.0356,0.6801
16-APR-2026,504084,904.65,897.20,0.0083,0.0354,0.0353,0.6744
16-APR-2026,504092,495.10,504.80,-0.0194,0.0314,0.0314,0.5999
16-APR-2026,504093,300.00,300.10,-0.0003,0.0225,0.0225,0.4299
16-APR-2026,504132,832.50,813.55,0.0230,0.0296,0.0295,0.5636
16-APR-2026,504176,604.50,581.60,0.0386,0.0294,0.0294,0.5617
16-APR-2026,504180,47.65,46.75,0.0191,0.0300,0.0299,0.5712
16-APR-2026,504240,410.55,399.45,0.0274,0.0357,0.0356,0.6801
16-APR-2026,504258,838.15,854.90,-0.0198,0.0244,0.0244,0.4662
16-APR-2026,504273,18.58,19.11,-0.0281,0.0283,0.0283,0.5407
16-APR-2026,504340,6.37,6.25,0.0190,0.0174,0.0174,0.3324
16-APR-2026,504351,1.42,1.42,0.0000,0.0330,0.0329,0.6286
16-APR-2026,504356,8.00,8.00,0.0000,0.0347,0.0346,0.6610
16-APR-2026,504365,4.11,4.11,0.0000,0.0005,0.0005,0.0096
16-APR-2026,504369,0.49,0.49,0.0000,0.0081,0.0081,0.1548
16-APR-2026,504375,325.95,310.90,0.0473,0.0176,0.0178,0.3401
16-APR-2026,504378,2.50,2.51,-0.0040,0.0320,0.0319,0.6094
16-APR-2026,504380,48.21,47.68,0.0111,0.0360,0.0359,0.6859
16-APR-2026,504392,23.28,22.83,0.0195,0.0359,0.0358,0.6840
16-APR-2026,504605,3252.75,3251.35,0.0004,0.0271,0.0270,0.5158
16-APR-2026,504646,578.45,569.90,0.0149,0.0331,0.0330,0.6305
16-APR-2026,504648,49.50,51.82,-0.0458,0.0432,0.0433,0.8272
16-APR-2026,504731,101.97,101.66,0.0030,0.0287,0.0286,0.5464
16-APR-2026,504746,1318.65,1345.55,-0.0202,0.0268,0.0268,0.5120
16-APR-2026,504786,604.70,551.80,0.0915,0.0273,0.0280,0.5349
16-APR-2026,504810,86.99,88.75,-0.0200,0.0455,0.0454,0.8674
16-APR-2026,504840,1350.00,1342.75,0.0054,0.0261,0.0260,0.4967
16-APR-2026,504882,1408.45,1400.95,0.0053,0.0322,0.0322,0.6152
16-APR-2026,504903,21.08,21.24,-0.0076,0.0323,0.0323,0.6171
16-APR-2026,504908,371.15,370.00,0.0031,0.0390,0.0389,0.7432
16-APR-2026,504959,1965.80,1872.60,0.0486,0.0200,0.0203,0.3878
16-APR-2026,504988,712.10,707.00,0.0072,0.0268,0.0268,0.5120
16-APR-2026,504998,0.54,0.54,0.0000,0.0119,0.0119,0.2273
16-APR-2026,505036,1779.85,1855.65,-0.0417,0.0276,0.0277,0.5292
16-APR-2026,505163,837.65,807.40,0.0368,0.0315,0.0315,0.6018
16-APR-2026,505212,121.00,119.98,0.0085,0.0359,0.0358,0.6840
16-APR-2026,505216,2820.05,2808.05,0.0043,0.0279,0.0278,0.5311
16-APR-2026,505232,981.70,960.00,0.0224,0.0272,0.0272,0.5197
16-APR-2026,505250,62.12,63.20,-0.0172,0.0339,0.0338,0.6457
16-APR-2026,505285,796.80,781.20,0.0198,0.0124,0.0124,0.2369
16-APR-2026,505299,565.05,521.70,0.0798,0.0415,0.0417,0.7967
16-APR-2026,505302,2060.20,2030.55,0.0145,0.0315,0.0315,0.6018
16-APR-2026,505336,0.47,0.47,0.0000,0.0425,0.0423,0.8081
16-APR-2026,505343,0.47,0.45,0.0435,0.0396,0.0396,0.7566
16-APR-2026,505358,182.35,182.85,-0.0027,0.0292,0.0292,0.5579
16-APR-2026,505502,1.32,1.30,0.0153,0.0167,0.0167,0.3191
16-APR-2026,505504,315.65,315.00,0.0021,0.0245,0.0244,0.4662
16-APR-2026,505515,13.09,13.00,0.0069,0.0401,0.0400,0.7642
16-APR-2026,505520,101.34,101.34,0.0000,0.0122,0.0121,0.2312
16-APR-2026,505523,0.39,0.37,0.0526,0.0331,0.0333,0.6362
16-APR-2026,505585,14.13,14.13,0.0000,0.0038,0.0038,0.0726
16-APR-2026,505594,32.80,32.80,0.0000,0.0000,0.0000,0.0000
16-APR-2026,505650,18.56,17.39,0.0651,0.0402,0.0404,0.7718
16-APR-2026,505681,559.80,548.00,0.0213,0.0224,0.0224,0.4280
16-APR-2026,505685,25.13,25.13,0.0000,0.0574,0.0572,1.0928
16-APR-2026,505690,837.50,836.90,0.0007,0.0359,0.0358,0.6840
16-APR-2026,505693,10.45,10.50,-0.0048,0.0348,0.0347,0.6629
16-APR-2026,505710,67.83,67.48,0.0052,0.0252,0.0251,0.4795
16-APR-2026,505712,211.80,208.20,0.0171,0.0290,0.0290,0.5540
16-APR-2026,505720,124.84,125.69,-0.0068,0.0325,0.0324,0.6190
16-APR-2026,505737,549.10,520.90,0.0527,0.0291,0.0293,0.5598
16-APR-2026,505750,266.45,258.95,0.0286,0.0342,0.0342,0.6534
16-APR-2026,505807,685.00,720.00,-0.0498,0.0237,0.0239,0.4566
16-APR-2026,505827,348.35,349.30,-0.0027,0.0189,0.0189,0.3611
16-APR-2026,505840,27.67,28.22,-0.0197,0.0399,0.0398,0.7604
16-APR-2026,505872,415.35,413.70,0.0040,0.0309,0.0308,0.5884
16-APR-2026,505890,2513.95,2335.80,0.0735,0.0252,0.0257,0.4910
16-APR-2026,505893,804.40,813.15,-0.0108,0.0338,0.0337,0.6438
16-APR-2026,505978,840.35,830.50,0.0118,0.0280,0.0279,0.5330
16-APR-2026,506003,50.48,49.32,0.0232,0.0333,0.0332,0.6343
16-APR-2026,506042,179.25,179.25,0.0000,0.0574,0.0572,1.0928
16-APR-2026,506105,69.00,68.43,0.0083,0.0352,0.0351,0.6706
16-APR-2026,506122,55.32,54.24,0.0197,0.0337,0.0336,0.6419
16-APR-2026,506128,154.10,138.65,0.1056,0.0327,0.0335,0.6400
16-APR-2026,506134,11.21,10.89,0.0290,0.0361,0.0360,0.6878
16-APR-2026,506161,5.01,5.01,0.0000,0.0030,0.0030,0.0573
16-APR-2026,506166,65.24,64.99,0.0038,0.1836,0.1831,3.4981
16-APR-2026,506178,17.01,17.01,0.0000,0.0013,0.0013,0.0248
16-APR-2026,506180,527.15,504.55,0.0438,0.0307,0.0308,0.5884
16-APR-2026,506186,17.60,18.81,-0.0665,0.0358,0.0360,0.6878
16-APR-2026,506190,52.50,52.50,0.0000,0.0000,0.0000,0.0000
16-APR-2026,506196,4.25,4.25,0.0000,0.0005,0.0005,0.0096
16-APR-2026,506365,122.60,118.05,0.0378,0.0404,0.0404,0.7718
16-APR-2026,506373,104.60,110.10,-0.0512,0.0256,0.0258,0.4929
16-APR-2026,506414,321.85,321.80,0.0002,0.0302,0.0302,0.5770
16-APR-2026,506520,6.83,6.78,0.0073,0.0292,0.0292,0.5579
16-APR-2026,506528,4270.20,4149.50,0.0287,0.0284,0.0284,0.5426
16-APR-2026,506530,959.60,959.60,0.0000,0.0240,0.0240,0.4585
16-APR-2026,506532,829.00,817.50,0.0140,0.0189,0.0189,0.3611
16-APR-2026,506543,10.61,10.12,0.0473,0.0344,0.0344,0.6572
16-APR-2026,506579,113.49,114.50,-0.0089,0.0351,0.0350,0.6687
16-APR-2026,506597,658.50,683.70,-0.0376,0.0377,0.0377,0.7203
16-APR-2026,506605,2101.90,2149.65,-0.0225,0.0319,0.0319,0.6094
16-APR-2026,506640,159.25,152.67,0.0422,0.0411,0.0411,0.7852
16-APR-2026,506685,407.95,404.55,0.0084,0.0243,0.0242,0.4623
16-APR-2026,506687,1074.20,1058.30,0.0149,0.0237,0.0237,0.4528
16-APR-2026,506734,91.00,92.00,-0.0109,0.0250,0.0249,0.4757
16-APR-2026,506808,53.95,54.05,-0.0019,0.0308,0.0307,0.5865
16-APR-2026,506854,2395.05,2365.55,0.0124,0.0313,0.0313,0.5980
16-APR-2026,506858,58.06,59.02,-0.0164,0.0285,0.0285,0.5445
16-APR-2026,506863,114.91,112.66,0.0198,0.0244,0.0243,0.4643
16-APR-2026,506906,48.68,46.37,0.0486,0.0500,0.0500,0.9552
16-APR-2026,506919,160.65,164.15,-0.0216,0.0359,0.0358,0.6840
16-APR-2026,506935,60.65,60.65,0.0000,0.0259,0.0258,0.4929
16-APR-2026,506945,2.59,2.59,0.0000,0.0071,0.0070,0.1337
16-APR-2026,506947,141.85,141.85,0.0000,0.0276,0.0275,0.5254
16-APR-2026,506975,9.21,9.21,0.0000,0.0301,0.0301,0.5751
16-APR-2026,506979,154.40,162.50,-0.0511,0.0313,0.0314,0.5999
16-APR-2026,506981,117.90,120.00,-0.0177,0.0302,0.0301,0.5751
16-APR-2026,507155,128.00,129.60,-0.0124,0.0287,0.0287,0.5483
16-APR-2026,507180,6.84,7.10,-0.0373,0.0423,0.0423,0.8081
16-APR-2026,507265,208.90,208.90,0.0000,0.0333,0.0332,0.6343
16-APR-2026,507300,930.05,929.75,0.0003,0.0265,0.0264,0.5044
16-APR-2026,507474,41.75,40.17,0.0386,0.0313,0.0314,0.5999
16-APR-2026,507486,51.16,48.73,0.0487,0.0333,0.0334,0.6381
16-APR-2026,507498,40.63,39.45,0.0295,0.0280,0.0280,0.5349
16-APR-2026,507515,16.80,16.01,0.0482,0.0350,0.0351,0.6706
16-APR-2026,507530,21.03,21.03,0.0000,0.0035,0.0035,0.0669
16-APR-2026,507598,105.99,106.83,-0.0079,0.0311,0.0311,0.5942
16-APR-2026,507609,21.91,21.86,0.0023,0.0323,0.0322,0.6152
16-APR-2026,507621,70.50,69.51,0.0141,0.0251,0.0250,0.4776
16-APR-2026,507645,11707.00,11701.00,0.0005,0.0224,0.0224,0.4280
16-APR-2026,507663,3.59,3.59,0.0000,0.0077,0.0077,0.1471
16-APR-2026,507690,211.70,215.35,-0.0171,0.0337,0.0337,0.6438
16-APR-2026,507753,111.12,112.51,-0.0124,0.0254,0.0253,0.4834
16-APR-2026,507759,14.75,14.60,0.0102,0.0465,0.0464,0.8865
16-APR-2026,507808,41.80,41.80,0.0000,0.0233,0.0233,0.4451
16-APR-2026,507813,69.01,68.88,0.0019,0.0333,0.0332,0.6343
16-APR-2026,507817,149.95,149.95,0.0000,0.0332,0.0331,0.6324
16-APR-2026,507828,8.42,8.46,-0.0047,0.0374,0.0373,0.7126
16-APR-2026,507833,3.91,3.93,-0.0051,0.0284,0.0283,0.5407
16-APR-2026,507836,676.50,672.85,0.0054,0.0294,0.0294,0.5617
16-APR-2026,507852,108.00,105.55,0.0229,0.0295,0.0295,0.5636
16-APR-2026,507864,107.00,103.85,0.0299,0.0393,0.0393,0.7508
16-APR-2026,507872,41.45,40.00,0.0356,0.0295,0.0295,0.5636
16-APR-2026,507912,186.45,187.80,-0.0072,0.0301,0.0300,0.5731
16-APR-2026,507917,62.25,61.99,0.0042,0.0307,0.0306,0.5846
16-APR-2026,507938,22.60,21.56,0.0471,0.0212,0.0214,0.4088
16-APR-2026,507944,488.30,452.40,0.0764,0.0341,0.0345,0.6591
16-APR-2026,507946,17.50,16.28,0.0723,0.0367,0.0370,0.7069
16-APR-2026,507948,80.86,73.51,0.0953,0.0332,0.0338,0.6457
16-APR-2026,507952,3.15,3.15,0.0000,0.0000,0.0000,0.0000
16-APR-2026,507960,191.00,187.80,0.0169,0.0280,0.0279,0.5330
16-APR-2026,507962,5.20,5.21,-0.0019,0.0302,0.0301,0.5751
16-APR-2026,507966,39.22,38.84,0.0097,0.0430,0.0429,0.8196
16-APR-2026,507968,30.47,29.02,0.0488,0.0279,0.0280,0.5349
16-APR-2026,507970,35.78,35.50,0.0079,0.0352,0.0351,0.6706
16-APR-2026,507981,64.60,64.50,0.0015,0.0275,0.0275,0.5254
16-APR-2026,507984,630.10,626.25,0.0061,0.0195,0.0195,0.3725
16-APR-2026,507987,3.99,3.99,0.0000,0.0043,0.0043,0.0822
16-APR-2026,507998,162.35,164.50,-0.0132,0.0342,0.0341,0.6515
16-APR-2026,508136,403.95,405.00,-0.0026,0.0329,0.0328,0.6266
16-APR-2026,508486,7564.10,7584.10,-0.0026,0.0138,0.0138,0.2636
16-APR-2026,508494,39.39,38.41,0.0252,0.0252,0.0252,0.4814
16-APR-2026,508571,136.00,139.00,-0.0218,0.0387,0.0386,0.7375
16-APR-2026,508664,12.83,12.89,-0.0047,0.0323,0.0322,0.6152
16-APR-2026,508670,3422.20,3411.00,0.0033,0.0193,0.0192,0.3668
16-APR-2026,508807,720.00,714.65,0.0075,0.0232,0.0232,0.4432
16-APR-2026,508867,20.72,20.72,0.0000,0.0129,0.0128,0.2445
16-APR-2026,508875,575.00,555.30,0.0349,0.0314,0.0314,0.5999
16-APR-2026,508905,110.33,108.98,0.0123,0.0415,0.0414,0.7909
16-APR-2026,508918,46.84,47.58,-0.0157,0.0396,0.0395,0.7546
16-APR-2026,508922,5.92,5.64,0.0485,0.0314,0.0315,0.6018
16-APR-2026,508941,468.00,469.50,-0.0032,0.0161,0.0160,0.3057
16-APR-2026,508956,11.43,11.39,0.0035,0.0331,0.0330,0.6305
16-APR-2026,508961,170.00,170.00,0.0000,0.0281,0.0280,0.5349
16-APR-2026,508963,17.23,16.42,0.0482,0.0316,0.0317,0.6056
16-APR-2026,508969,2.78,2.79,-0.0036,0.0272,0.0271,0.5177
16-APR-2026,508980,9.00,8.80,0.0225,0.0362,0.0361,0.6897
16-APR-2026,508993,2.45,2.45,0.0000,0.0000,0.0000,0.0000
16-APR-2026,509003,0.13,0.13,0.0000,0.0000,0.0000,0.0000
16-APR-2026,509015,14.00,14.25,-0.0177,0.0373,0.0373,0.7126
16-APR-2026,509024,9.09,9.09,0.0000,0.0721,0.0720,1.3756
16-APR-2026,509026,98.21,97.90,0.0032,0.0454,0.0453,0.8655
16-APR-2026,509038,12.44,12.20,0.0195,0.0153,0.0154,0.2942
16-APR-2026,509040,189.00,193.00,-0.0209,0.0330,0.0329,0.6286
16-APR-2026,509046,41.85,40.26,0.0387,0.0311,0.0312,0.5961
16-APR-2026,509051,0.67,0.65,0.0303,0.0376,0.0375,0.7164
16-APR-2026,509053,6.88,6.80,0.0117,0.0267,0.0266,0.5082
16-APR-2026,509073,12.51,13.19,-0.0529,0.0385,0.0386,0.7375
16-APR-2026,509162,94.50,94.47,0.0003,0.0282,0.0281,0.5368
16-APR-2026,509196,70.39,70.00,0.0056,0.0289,0.0288,0.5502
16-APR-2026,509423,40.50,38.96,0.0388,0.0371,0.0371,0.7088
16-APR-2026,509438,9917.45,9997.15,-0.0080,0.0165,0.0165,0.3152
16-APR-2026,509449,36.76,36.74,0.0005,0.0366,0.0365,0.6973
16-APR-2026,509470,20412.00,20844.00,-0.0209,0.0253,0.0253,0.4834
16-APR-2026,509472,350.55,379.00,-0.0780,0.0294,0.0298,0.5693
16-APR-2026,509486,74.49,73.50,0.0134,0.0312,0.0312,0.5961
16-APR-2026,509525,909.55,908.45,0.0012,0.0205,0.0205,0.3917
16-APR-2026,509546,31.50,31.50,0.0000,0.0386,0.0385,0.7355
16-APR-2026,509563,24.07,24.13,-0.0025,0.0377,0.0376,0.7183
16-APR-2026,509597,708.90,700.00,0.0126,0.0311,0.0311,0.5942
16-APR-2026,509650,38.74,38.74,0.0000,0.0008,0.0008,0.0153
16-APR-2026,509732,171.80,171.25,0.0032,0.0278,0.0278,0.5311
16-APR-2026,509760,29.48,29.12,0.0123,0.0368,0.0367,0.7012
16-APR-2026,509762,51.12,51.33,-0.0041,0.0201,0.0201,0.3840
16-APR-2026,509782,17.95,17.95,0.0000,0.0000,0.0000,0.0000
16-APR-2026,509835,15.00,15.50,-0.0328,0.0442,0.0442,0.8444
16-APR-2026,509845,476.60,501.65,-0.0512,0.0174,0.0178,0.3401
16-APR-2026,509870,60.74,60.74,0.0000,0.0040,0.0040,0.0764
16-APR-2026,509887,706.45,706.45,0.0000,0.0304,0.0303,0.5789
16-APR-2026,509895,162.05,162.30,-0.0015,0.0257,0.0256,0.4891
16-APR-2026,509910,25.00,25.00,0.0000,0.0204,0.0203,0.3878
16-APR-2026,509917,99.54,99.54,0.0000,0.0091,0.0090,0.1719
16-APR-2026,509945,1033.95,1005.90,0.0275,0.0376,0.0376,0.7183
16-APR-2026,509953,507.15,507.15,0.0000,0.0297,0.0296,0.5655
16-APR-2026,509960,1380.00,1400.00,-0.0144,0.0274,0.0274,0.5235
16-APR-2026,510245,3.90,3.87,0.0077,0.0275,0.0274,0.5235
16-APR-2026,511000,19.24,19.73,-0.0251,0.0365,0.0365,0.6973
16-APR-2026,511012,0.70,0.69,0.0144,0.0255,0.0255,0.4872
16-APR-2026,511016,7.41,7.79,-0.0500,0.0334,0.0335,0.6400
16-APR-2026,511018,60.94,63.75,-0.0451,0.0417,0.0417,0.7967
16-APR-2026,511048,5.18,5.18,0.0000,0.0000,0.0000,0.0000
16-APR-2026,511060,17.00,17.00,0.0000,0.0000,0.0000,0.0000
16-APR-2026,511066,26.53,25.99,0.0206,0.0272,0.0272,0.5197
16-APR-2026,511074,990.00,990.00,0.0000,0.0027,0.0027,0.0516
16-APR-2026,511092,5.38,5.48,-0.0184,0.0156,0.0156,0.2980
16-APR-2026,511096,12.00,12.00,0.0000,0.0000,0.0000,0.0000
16-APR-2026,511110,17.30,17.30,0.0000,0.0530,0.0529,1.0107
16-APR-2026,511116,0.37,0.36,0.0274,0.0316,0.0316,0.6037
16-APR-2026,511122,85.00,82.00,0.0359,0.0469,0.0469,0.8960
16-APR-2026,511131,16.24,16.49,-0.0153,0.0314,0.0313,0.5980
16-APR-2026,511147,63.49,62.06,0.0228,0.0302,0.0302,0.5770
16-APR-2026,511153,15.80,15.97,-0.0107,0.0351,0.0350,0.6687
16-APR-2026,511169,4.14,4.14,0.0000,0.0293,0.0292,0.5579
16-APR-2026,511176,94.00,90.23,0.0409,0.0313,0.0314,0.5999
16-APR-2026,511185,14.39,14.39,0.0000,0.0090,0.0089,0.1700
16-APR-2026,511187,1.49,1.64,-0.0959,0.0404,0.0408,0.7795
16-APR-2026,511200,111.50,111.50,0.0000,0.0147,0.0147,0.2808
