Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
16-APR-2026,530405,38.18,37.84,0.0089,0.0301,0.0300,0.5731
16-APR-2026,530407,43.98,42.62,0.0314,0.0366,0.0366,0.6992
16-APR-2026,530419,38.43,38.50,-0.0018,0.0273,0.0272,0.5197
16-APR-2026,530421,13.40,13.70,-0.0221,0.0446,0.0446,0.8521
16-APR-2026,530427,181.95,166.95,0.0860,0.0406,0.0410,0.7833
16-APR-2026,530429,31.80,34.39,-0.0783,0.0407,0.0409,0.7814
16-APR-2026,530433,39.05,40.20,-0.0290,0.0332,0.0331,0.6324
16-APR-2026,530439,4.66,4.65,0.0021,0.0514,0.0513,0.9801
16-APR-2026,530443,19.10,19.59,-0.0253,0.0362,0.0361,0.6897
16-APR-2026,530445,1.87,1.88,-0.0053,0.0387,0.0386,0.7375
16-APR-2026,530449,55.54,52.89,0.0489,0.0326,0.0327,0.6247
16-APR-2026,530457,61.42,59.88,0.0254,0.0334,0.0334,0.6381
16-APR-2026,530459,28.36,28.92,-0.0196,0.0325,0.0324,0.6190
16-APR-2026,530461,14.80,12.99,0.1304,0.0301,0.0314,0.5999
16-APR-2026,530469,42.59,40.57,0.0486,0.0314,0.0315,0.6018
16-APR-2026,530477,156.60,161.30,-0.0296,0.0247,0.0247,0.4719
16-APR-2026,530495,58.12,59.30,-0.0201,0.0393,0.0392,0.7489
16-APR-2026,530499,1573.50,1574.70,-0.0008,0.0239,0.0239,0.4566
16-APR-2026,530521,510.05,508.55,0.0029,0.0338,0.0337,0.6438
16-APR-2026,530525,2.87,2.90,-0.0104,0.0361,0.0360,0.6878
16-APR-2026,530533,104.67,101.79,0.0279,0.0378,0.0377,0.7203
16-APR-2026,530537,37.75,39.72,-0.0509,0.0170,0.0173,0.3305
16-APR-2026,530545,187.35,186.85,0.0027,0.0293,0.0292,0.5579
16-APR-2026,530547,10.50,10.00,0.0488,0.0294,0.0295,0.5636
16-APR-2026,530557,0.47,0.46,0.0215,0.0254,0.0254,0.4853
16-APR-2026,530571,9.46,9.95,-0.0505,0.0354,0.0354,0.6763
16-APR-2026,530577,54.00,53.80,0.0037,0.0426,0.0425,0.8120
16-APR-2026,530581,6.10,5.82,0.0470,0.0332,0.0333,0.6362
16-APR-2026,530585,63.98,62.68,0.0205,0.0301,0.0301,0.5751
16-APR-2026,530589,142.31,146.21,-0.0270,0.0302,0.0302,0.5770
16-APR-2026,530595,38.22,39.00,-0.0202,0.0449,0.0448,0.8559
16-APR-2026,530601,55.30,53.83,0.0269,0.0324,0.0324,0.6190
16-APR-2026,530615,150.95,140.10,0.0746,0.0341,0.0344,0.6572
16-APR-2026,530617,16.33,15.56,0.0483,0.0290,0.0291,0.5560
16-APR-2026,530621,91.69,90.11,0.0174,0.0338,0.0337,0.6438
16-APR-2026,530627,193.40,193.40,0.0000,0.0313,0.0312,0.5961
16-APR-2026,530643,399.90,406.70,-0.0169,0.0353,0.0353,0.6744
16-APR-2026,530663,0.85,0.85,0.0000,0.0359,0.0358,0.6840
16-APR-2026,530665,3.29,3.31,-0.0061,0.0316,0.0315,0.6018
16-APR-2026,530675,63.00,63.00,0.0000,0.0348,0.0347,0.6629
16-APR-2026,530689,47.91,47.89,0.0004,0.0399,0.0398,0.7604
16-APR-2026,530695,20.20,21.80,-0.0762,0.0375,0.0378,0.7222
16-APR-2026,530697,22.56,23.02,-0.0202,0.0362,0.0362,0.6916
16-APR-2026,530705,61.46,58.54,0.0487,0.0322,0.0323,0.6171
16-APR-2026,530709,84.28,84.51,-0.0027,0.0404,0.0403,0.7699
16-APR-2026,530711,51.43,53.12,-0.0323,0.0332,0.0332,0.6343
16-APR-2026,530723,126.61,126.61,0.0000,0.0366,0.0365,0.6973
16-APR-2026,530733,12.16,12.16,0.0000,0.0433,0.0432,0.8253
16-APR-2026,530735,30.00,30.00,0.0000,0.0340,0.0340,0.6496
16-APR-2026,530741,141.40,139.45,0.0139,0.0411,0.0410,0.7833
16-APR-2026,530745,40.26,40.99,-0.0180,0.0626,0.0625,1.1941
16-APR-2026,530747,21.25,20.21,0.0502,0.0388,0.0389,0.7432
16-APR-2026,530755,11.55,11.19,0.0317,0.0501,0.0501,0.9572
16-APR-2026,530757,65.77,65.77,0.0000,0.0143,0.0143,0.2732
16-APR-2026,530765,19.40,19.40,0.0000,0.0385,0.0384,0.7336
16-APR-2026,530779,21.15,21.15,0.0000,0.0353,0.0352,0.6725
16-APR-2026,530787,49.30,47.38,0.0397,0.0312,0.0313,0.5980
16-APR-2026,530789,196.00,196.00,0.0000,0.0322,0.0321,0.6133
16-APR-2026,530795,16.65,17.49,-0.0492,0.0348,0.0349,0.6668
16-APR-2026,530797,15.90,15.90,0.0000,0.0273,0.0272,0.5197
16-APR-2026,530799,30.85,29.80,0.0346,0.0353,0.0353,0.6744
16-APR-2026,530805,6.78,6.88,-0.0146,0.0364,0.0364,0.6954
16-APR-2026,530809,29.77,29.43,0.0115,0.0364,0.0363,0.6935
16-APR-2026,530821,14.82,14.12,0.0484,0.0461,0.0461,0.8807
16-APR-2026,530825,45.66,46.95,-0.0279,0.0326,0.0326,0.6228
16-APR-2026,530829,38.42,37.95,0.0123,0.0331,0.0331,0.6324
16-APR-2026,530839,6.91,6.59,0.0474,0.0398,0.0398,0.7604
16-APR-2026,530845,893.10,770.20,0.1480,0.0296,0.0313,0.5980
16-APR-2026,530853,57.79,57.79,0.0000,0.0349,0.0348,0.6649
16-APR-2026,530855,78.36,76.15,0.0286,0.0240,0.0240,0.4585
16-APR-2026,530881,10.62,10.23,0.0374,0.0377,0.0377,0.7203
16-APR-2026,530883,8.95,8.36,0.0682,0.0345,0.0348,0.6649
16-APR-2026,530897,130.00,123.95,0.0477,0.0321,0.0322,0.6152
16-APR-2026,530899,56.00,54.00,0.0364,0.0325,0.0325,0.6209
16-APR-2026,530907,41.50,42.55,-0.0250,0.0243,0.0243,0.4643
16-APR-2026,530909,58.80,56.00,0.0488,0.0286,0.0287,0.5483
16-APR-2026,530917,15.00,15.00,0.0000,0.0196,0.0196,0.3745
16-APR-2026,530921,7.11,7.11,0.0000,0.0243,0.0243,0.4643
16-APR-2026,530925,90.00,90.96,-0.0106,0.0386,0.0385,0.7355
16-APR-2026,530927,63.48,63.48,0.0000,0.0170,0.0170,0.3248
16-APR-2026,530931,11.59,11.04,0.0486,0.0378,0.0378,0.7222
16-APR-2026,530951,60.59,58.55,0.0342,0.0363,0.0363,0.6935
16-APR-2026,530953,88.13,86.65,0.0169,0.0310,0.0310,0.5923
16-APR-2026,530959,26.85,27.54,-0.0254,0.0276,0.0276,0.5273
16-APR-2026,530973,76.60,80.05,-0.0441,0.0445,0.0445,0.8502
16-APR-2026,530977,157.40,156.60,0.0051,0.0342,0.0341,0.6515
16-APR-2026,530979,30.90,30.27,0.0206,0.0295,0.0295,0.5636
16-APR-2026,530991,54.00,53.75,0.0046,0.0409,0.0408,0.7795
16-APR-2026,530993,42.75,44.99,-0.0511,0.0306,0.0308,0.5884
16-APR-2026,530997,90.46,88.54,0.0215,0.0326,0.0325,0.6209
16-APR-2026,531003,79.00,79.00,0.0000,0.0328,0.0327,0.6247
16-APR-2026,531015,24.66,23.59,0.0444,0.0332,0.0333,0.6362
16-APR-2026,531017,18.54,19.77,-0.0642,0.0407,0.0408,0.7795
16-APR-2026,531025,0.38,0.39,-0.0260,0.0311,0.0311,0.5942
16-APR-2026,531027,16.40,16.40,0.0000,0.0311,0.0311,0.5942
16-APR-2026,531033,20.75,19.84,0.0448,0.0500,0.0499,0.9533
16-APR-2026,531035,32.45,30.91,0.0486,0.0367,0.0368,0.7031
16-APR-2026,531041,374.30,377.70,-0.0090,0.0230,0.0229,0.4375
16-APR-2026,531043,27.52,28.90,-0.0489,0.0345,0.0346,0.6610
16-APR-2026,531049,17.61,18.53,-0.0509,0.0320,0.0321,0.6133
16-APR-2026,531051,12.00,12.00,0.0000,0.0327,0.0326,0.6228
16-APR-2026,531067,28.30,28.65,-0.0123,0.0366,0.0365,0.6973
16-APR-2026,531069,594.30,575.15,0.0328,0.0337,0.0337,0.6438
16-APR-2026,531080,38.89,35.66,0.0867,0.0403,0.0406,0.7757
16-APR-2026,531083,7.92,7.99,-0.0088,0.0381,0.0380,0.7260
16-APR-2026,531091,24.71,26.00,-0.0509,0.0429,0.0429,0.8196
16-APR-2026,531099,58.44,55.66,0.0487,0.0346,0.0347,0.6629
16-APR-2026,531111,36.50,36.50,0.0000,0.0310,0.0310,0.5923
16-APR-2026,531119,276.40,273.10,0.0120,0.0408,0.0407,0.7776
16-APR-2026,531126,20.12,19.54,0.0293,0.0344,0.0344,0.6572
16-APR-2026,531129,10.71,10.61,0.0094,0.0346,0.0345,0.6591
16-APR-2026,531137,1.78,1.72,0.0343,0.0344,0.0344,0.6572
16-APR-2026,531144,14.53,14.68,-0.0103,0.0346,0.0345,0.6591
16-APR-2026,531153,2.52,2.53,-0.0040,0.0365,0.0364,0.6954
16-APR-2026,531155,9.15,8.75,0.0447,0.0353,0.0353,0.6744
16-APR-2026,531156,15.89,15.58,0.0197,0.0406,0.0405,0.7738
16-APR-2026,531157,23.38,22.37,0.0442,0.0322,0.0323,0.6171
16-APR-2026,531158,20.29,19.95,0.0169,0.0333,0.0333,0.6362
16-APR-2026,531161,248.35,251.45,-0.0124,0.0360,0.0359,0.6859
16-APR-2026,531163,67.50,65.87,0.0244,0.0360,0.0360,0.6878
16-APR-2026,531168,180.00,175.00,0.0282,0.0455,0.0454,0.8674
16-APR-2026,531169,108.01,108.21,-0.0018,0.0368,0.0367,0.7012
16-APR-2026,531173,52.13,52.71,-0.0111,0.0275,0.0274,0.5235
16-APR-2026,531176,11.30,11.37,-0.0062,0.0338,0.0337,0.6438
16-APR-2026,531178,17.90,18.83,-0.0507,0.0455,0.0456,0.8712
16-APR-2026,531190,98.45,93.98,0.0465,0.0319,0.0320,0.6114
16-APR-2026,531199,191.90,191.95,-0.0003,0.0429,0.0428,0.8177
16-APR-2026,531203,88.00,85.99,0.0231,0.0305,0.0304,0.5808
16-APR-2026,531205,0.49,0.49,0.0000,0.0376,0.0375,0.7164
16-APR-2026,531210,47.80,46.85,0.0201,0.0427,0.0427,0.8158
16-APR-2026,531212,39.90,41.02,-0.0277,0.0373,0.0372,0.7107
16-APR-2026,531215,137.58,137.58,0.0000,0.0339,0.0338,0.6457
16-APR-2026,531216,7.25,7.25,0.0000,0.0309,0.0308,0.5884
16-APR-2026,531219,3.00,3.00,0.0000,0.0200,0.0200,0.3821
16-APR-2026,531221,9.79,9.79,0.0000,0.0366,0.0365,0.6973
16-APR-2026,531223,28.00,26.59,0.0517,0.0325,0.0326,0.6228
16-APR-2026,531227,60.00,59.41,0.0099,0.0394,0.0393,0.7508
16-APR-2026,531228,9.80,9.80,0.0000,0.0150,0.0149,0.2847
16-APR-2026,531233,13.98,13.97,0.0007,0.0314,0.0313,0.5980
16-APR-2026,531234,66.59,68.27,-0.0249,0.0320,0.0320,0.6114
16-APR-2026,531235,34.42,35.12,-0.0201,0.0325,0.0325,0.6209
16-APR-2026,531237,318.25,312.05,0.0197,0.0319,0.0318,0.6075
16-APR-2026,531246,18.20,16.64,0.0896,0.0358,0.0363,0.6935
16-APR-2026,531253,341.15,321.50,0.0593,0.0205,0.0209,0.3993
16-APR-2026,531254,12.32,12.43,-0.0089,0.0383,0.0382,0.7298
16-APR-2026,531255,53.84,51.31,0.0481,0.0516,0.0516,0.9858
16-APR-2026,531257,17.91,18.75,-0.0458,0.0373,0.0373,0.7126
16-APR-2026,531259,31.13,29.65,0.0487,0.0347,0.0348,0.6649
16-APR-2026,531260,290.60,284.95,0.0196,0.0344,0.0343,0.6553
16-APR-2026,531262,23.39,22.50,0.0388,0.0280,0.0281,0.5368
16-APR-2026,531268,30.51,31.45,-0.0303,0.0429,0.0428,0.8177
16-APR-2026,531273,1.87,1.89,-0.0106,0.0350,0.0349,0.6668
16-APR-2026,531274,38.51,40.50,-0.0504,0.0253,0.0255,0.4872
16-APR-2026,531278,104.21,103.54,0.0065,0.0319,0.0318,0.6075
16-APR-2026,531279,151.45,147.95,0.0234,0.0299,0.0299,0.5712
16-APR-2026,531280,59.47,60.20,-0.0122,0.0396,0.0395,0.7546
16-APR-2026,531281,99.74,93.78,0.0616,0.0298,0.0300,0.5731
16-APR-2026,531283,9.78,9.78,0.0000,0.0279,0.0278,0.5311
16-APR-2026,531286,23.80,23.80,0.0000,0.0227,0.0226,0.4318
16-APR-2026,531287,226.25,223.40,0.0127,0.0311,0.0310,0.5923
16-APR-2026,531288,18.00,18.00,0.0000,0.0325,0.0324,0.6190
16-APR-2026,531289,168.90,157.95,0.0670,0.0339,0.0341,0.6515
16-APR-2026,531297,61.24,60.60,0.0105,0.0282,0.0282,0.5388
16-APR-2026,531301,149.90,142.85,0.0482,0.0320,0.0321,0.6133
16-APR-2026,531304,21.65,22.72,-0.0482,0.0309,0.0310,0.5923
16-APR-2026,531306,540.60,532.00,0.0160,0.0258,0.0258,0.4929
16-APR-2026,531307,15.67,15.71,-0.0025,0.0256,0.0255,0.4872
16-APR-2026,531310,150.80,152.25,-0.0096,0.0252,0.0251,0.4795
16-APR-2026,531314,14.25,14.25,0.0000,0.0318,0.0318,0.6075
16-APR-2026,531319,42.14,40.86,0.0308,0.0376,0.0375,0.7164
16-APR-2026,531323,13.69,13.69,0.0000,0.0320,0.0319,0.6094
16-APR-2026,531324,23.50,23.11,0.0167,0.0313,0.0312,0.5961
16-APR-2026,531328,0.53,0.55,-0.0370,0.0432,0.0432,0.8253
16-APR-2026,531334,29.78,29.78,0.0000,0.0268,0.0267,0.5101
16-APR-2026,531338,17.00,16.70,0.0178,0.0299,0.0298,0.5693
16-APR-2026,531340,68.00,68.10,-0.0015,0.0320,0.0319,0.6094
16-APR-2026,531341,21.99,21.42,0.0263,0.0311,0.0311,0.5942
16-APR-2026,531346,28.64,27.50,0.0406,0.0356,0.0356,0.6801
16-APR-2026,531352,20.00,20.00,0.0000,0.0329,0.0328,0.6266
16-APR-2026,531357,33.78,32.98,0.0240,0.0379,0.0379,0.7241
16-APR-2026,531359,319.00,319.25,-0.0008,0.0346,0.0345,0.6591
16-APR-2026,531360,32.36,31.41,0.0298,0.0366,0.0366,0.6992
16-APR-2026,531364,190.70,193.80,-0.0161,0.0324,0.0323,0.6171
16-APR-2026,531370,6.88,6.56,0.0476,0.0456,0.0456,0.8712
16-APR-2026,531380,95.54,91.01,0.0486,0.0449,0.0449,0.8578
16-APR-2026,531381,980.00,983.65,-0.0037,0.0269,0.0269,0.5139
16-APR-2026,531387,8.30,8.30,0.0000,0.0139,0.0139,0.2656
16-APR-2026,531390,66.79,66.09,0.0105,0.0332,0.0331,0.6324
16-APR-2026,531395,1.50,1.57,-0.0456,0.0345,0.0346,0.6610
16-APR-2026,531396,8.01,7.63,0.0486,0.0324,0.0325,0.6209
16-APR-2026,531397,18.90,18.00,0.0488,0.0343,0.0344,0.6572
16-APR-2026,531398,132.80,126.95,0.0451,0.0346,0.0347,0.6629
16-APR-2026,531399,184.80,178.20,0.0364,0.0343,0.0344,0.6572
16-APR-2026,531402,16.17,16.98,-0.0489,0.0321,0.0322,0.6152
16-APR-2026,531411,1.19,1.10,0.0786,0.0305,0.0310,0.5923
16-APR-2026,531412,186.00,192.80,-0.0359,0.0265,0.0265,0.5063
16-APR-2026,531413,26.25,26.25,0.0000,0.0304,0.0303,0.5789
16-APR-2026,531416,33.58,34.35,-0.0227,0.0392,0.0391,0.7470
16-APR-2026,531417,2.85,3.05,-0.0678,0.0368,0.0370,0.7069
16-APR-2026,531432,12.42,13.06,-0.0502,0.0394,0.0394,0.7527
16-APR-2026,531433,3.38,3.45,-0.0205,0.0334,0.0334,0.6381
16-APR-2026,531436,30.16,31.12,-0.0313,0.0385,0.0385,0.7355
16-APR-2026,531437,22.79,21.80,0.0444,0.0319,0.0320,0.6114
16-APR-2026,531441,18.00,18.00,0.0000,0.0304,0.0303,0.5789
16-APR-2026,531454,19.81,19.08,0.0375,0.0343,0.0343,0.6553
16-APR-2026,531456,1.60,1.57,0.0189,0.0427,0.0427,0.8158
16-APR-2026,531458,6.80,6.88,-0.0117,0.0320,0.0319,0.6094
16-APR-2026,531460,9.91,10.11,-0.0200,0.0393,0.0393,0.7508
16-APR-2026,531463,21.97,21.54,0.0198,0.1503,0.1500,2.8657
16-APR-2026,531465,0.49,0.49,0.0000,0.0070,0.0070,0.1337
16-APR-2026,531471,18.99,19.72,-0.0377,0.0371,0.0371,0.7088
16-APR-2026,531472,42.00,40.00,0.0488,0.0404,0.0404,0.7718
16-APR-2026,531486,3.03,3.09,-0.0196,0.0326,0.0325,0.6209
16-APR-2026,531489,220.00,216.45,0.0163,0.0322,0.0321,0.6133
16-APR-2026,531499,1.93,1.93,0.0000,0.0342,0.0341,0.6515
16-APR-2026,531502,9.63,9.45,0.0189,0.0178,0.0178,0.3401
16-APR-2026,531503,27.68,29.30,-0.0569,0.0352,0.0353,0.6744
16-APR-2026,531505,26.25,25.00,0.0488,0.0316,0.0317,0.6056
16-APR-2026,531506,38.75,38.93,-0.0046,0.0330,0.0329,0.6286
16-APR-2026,531509,31.99,30.50,0.0477,0.0321,0.0322,0.6152
16-APR-2026,531512,18.64,17.43,0.0671,0.0378,0.0380,0.7260
16-APR-2026,531518,0.31,0.30,0.0328,0.0350,0.0350,0.6687
16-APR-2026,531521,24.55,24.55,0.0000,0.0250,0.0250,0.4776
16-APR-2026,531525,158.85,158.85,0.0000,0.0280,0.0279,0.5330
16-APR-2026,531529,1.78,1.83,-0.0277,0.0328,0.0327,0.6247
16-APR-2026,531533,59.98,60.49,-0.0085,0.0338,0.0337,0.6438
16-APR-2026,531537,165.50,171.15,-0.0336,0.0330,0.0330,0.6305
16-APR-2026,531539,35.69,37.40,-0.0468,0.0425,0.0425,0.8120
16-APR-2026,531540,12.25,12.47,-0.0178,0.0318,0.0318,0.6075
16-APR-2026,531541,2.62,2.50,0.0469,0.0347,0.0347,0.6629
16-APR-2026,531550,175.95,176.25,-0.0017,0.0357,0.0356,0.6801
16-APR-2026,531552,15.12,14.74,0.0255,0.0320,0.0320,0.6114
16-APR-2026,531553,21.14,20.14,0.0485,0.0447,0.0447,0.8540
16-APR-2026,531557,57.00,55.20,0.0321,0.0409,0.0408,0.7795
16-APR-2026,531568,6.01,6.00,0.0017,0.0360,0.0359,0.6859
16-APR-2026,531569,180.20,181.40,-0.0066,0.0333,0.0333,0.6362
16-APR-2026,531572,70.40,74.10,-0.0512,0.0277,0.0279,0.5330
16-APR-2026,531574,10.71,10.20,0.0488,0.0362,0.0363,0.6935
16-APR-2026,531578,7.64,7.28,0.0483,0.0392,0.0393,0.7508
16-APR-2026,531582,29.08,29.08,0.0000,0.0372,0.0371,0.7088
16-APR-2026,531583,36.78,37.97,-0.0318,0.0373,0.0373,0.7126
16-APR-2026,531585,8.53,8.13,0.0480,0.0315,0.0316,0.6037
16-APR-2026,531591,19.42,19.39,0.0015,0.0246,0.0246,0.4700
16-APR-2026,531592,1.13,1.12,0.0089,0.0358,0.0357,0.6820
16-APR-2026,531594,18.00,18.38,-0.0209,0.0369,0.0368,0.7031
16-APR-2026,531600,71.25,71.25,0.0000,0.0245,0.0245,0.4681
16-APR-2026,531608,54.00,52.59,0.0265,0.0483,0.0482,0.9209
16-APR-2026,531609,220.00,210.00,0.0465,0.0380,0.0380,0.7260
16-APR-2026,531616,50.58,50.35,0.0046,0.0295,0.0295,0.5636
16-APR-2026,531626,6.34,6.19,0.0239,0.0321,0.0321,0.6133
16-APR-2026,531628,33.14,33.81,-0.0200,0.0301,0.0301,0.5751
16-APR-2026,531635,89.09,90.00,-0.0102,0.0324,0.0324,0.6190
16-APR-2026,531637,244.10,218.25,0.1119,0.0290,0.0300,0.5731
16-APR-2026,531640,12.57,12.57,0.0000,0.0188,0.0187,0.3573
16-APR-2026,531644,20.61,19.72,0.0441,0.0438,0.0438,0.8368
16-APR-2026,531651,66.15,63.00,0.0488,0.0329,0.0330,0.6305
16-APR-2026,531652,83.75,80.60,0.0383,0.0368,0.0368,0.7031
16-APR-2026,531658,11.82,11.81,0.0008,0.0279,0.0278,0.5311
16-APR-2026,531661,11.50,11.01,0.0435,0.0496,0.0496,0.9476
16-APR-2026,531663,7.15,6.81,0.0487,0.0371,0.0371,0.7088
16-APR-2026,531667,29.24,29.24,0.0000,0.0390,0.0389,0.7432
16-APR-2026,531668,2.77,2.61,0.0595,0.0459,0.0460,0.8788
16-APR-2026,531671,1.58,1.61,-0.0188,0.0322,0.0321,0.6133
16-APR-2026,531672,22.78,20.77,0.0924,0.0405,0.0409,0.7814
16-APR-2026,531673,29.11,27.73,0.0486,0.0344,0.0345,0.6591
16-APR-2026,531676,250.00,248.65,0.0054,0.0253,0.0253,0.4834
16-APR-2026,531680,22.53,21.49,0.0473,0.0425,0.0425,0.8120
16-APR-2026,531681,0.69,0.70,-0.0144,0.0448,0.0447,0.8540
16-APR-2026,531685,3.43,3.27,0.0478,0.0091,0.0097,0.1853
16-APR-2026,531688,128.76,126.44,0.0182,0.0401,0.0400,0.7642
16-APR-2026,531692,2.43,2.42,0.0041,0.0393,0.0392,0.7489
16-APR-2026,531694,49.01,48.99,0.0004,0.0355,0.0354,0.6763
16-APR-2026,531716,1.70,1.70,0.0000,0.0369,0.0368,0.7031
16-APR-2026,531726,113.68,112.61,0.0095,0.0303,0.0302,0.5770
16-APR-2026,531727,57.67,56.83,0.0147,0.0253,0.0253,0.4834
16-APR-2026,531735,26.96,26.96,0.0000,0.0110,0.0110,0.2102
16-APR-2026,531737,0.51,0.50,0.0198,0.0128,0.0129,0.2465
16-APR-2026,531739,10.16,10.21,-0.0049,0.0352,0.0351,0.6706
16-APR-2026,531743,215.15,215.15,0.0000,0.0169,0.0169,0.3229
16-APR-2026,531744,58.09,55.38,0.0478,0.0417,0.0418,0.7986
16-APR-2026,531752,0.52,0.52,0.0000,0.0308,0.0307,0.5865
16-APR-2026,531758,12.99,12.21,0.0619,0.0448,0.0449,0.8578
16-APR-2026,531762,21.00,19.51,0.0736,0.0342,0.0345,0.6591
16-APR-2026,531769,4.52,4.31,0.0476,0.0299,0.0300,0.5731
16-APR-2026,531771,167.15,164.80,0.0142,0.0259,0.0259,0.4948
16-APR-2026,531778,31.00,30.40,0.0195,0.0404,0.0403,0.7699
16-APR-2026,531779,16.10,16.92,-0.0497,0.0389,0.0390,0.7451
16-APR-2026,531780,5.69,5.48,0.0376,0.0330,0.0330,0.6305
16-APR-2026,531784,1.41,1.40,0.0071,0.0273,0.0272,0.5197
16-APR-2026,531797,122.90,129.30,-0.0508,0.0365,0.0366,0.6992
16-APR-2026,531802,24.00,23.01,0.0421,0.0312,0.0313,0.5980
16-APR-2026,531810,54.56,57.00,-0.0438,0.0322,0.0323,0.6171
16-APR-2026,531812,0.59,0.60,-0.0168,0.0320,0.0319,0.6094
16-APR-2026,531813,74.43,74.43,0.0000,0.0257,0.0257,0.4910
16-APR-2026,531814,9.16,9.35,-0.0205,0.0368,0.0367,0.7012
16-APR-2026,531821,20.91,19.92,0.0485,0.0329,0.0330,0.6305
16-APR-2026,531822,173.70,176.00,-0.0132,0.0444,0.0443,0.8464
16-APR-2026,531834,12.58,11.44,0.0950,0.0421,0.0425,0.8120
16-APR-2026,531840,26.27,25.50,0.0297,0.0368,0.0367,0.7012
16-APR-2026,531841,70.29,61.82,0.1284,0.0365,0.0376,0.7183
16-APR-2026,531842,43.09,42.40,0.0161,0.0291,0.0291,0.5560
16-APR-2026,531846,13.40,12.77,0.0482,0.0428,0.0429,0.8196
16-APR-2026,531847,623.90,618.90,0.0080,0.0266,0.0266,0.5082
16-APR-2026,531859,140.00,141.60,-0.0114,0.0323,0.0322,0.6152
16-APR-2026,531861,46.87,46.61,0.0056,0.0281,0.0280,0.5349
16-APR-2026,531862,27.70,26.00,0.0633,0.0274,0.0277,0.5292
16-APR-2026,531867,3.30,3.31,-0.0030,0.0346,0.0345,0.6591
16-APR-2026,531869,4.00,3.99,0.0025,0.0315,0.0314,0.5999
16-APR-2026,531870,17.47,16.64,0.0487,0.0331,0.0332,0.6343
16-APR-2026,531878,10.35,9.98,0.0364,0.0367,0.0367,0.7012
16-APR-2026,531885,8.13,8.13,0.0000,0.0003,0.0003,0.0057
16-APR-2026,531888,69.37,69.29,0.0012,0.0285,0.0284,0.5426
16-APR-2026,531889,37.65,37.39,0.0069,0.0397,0.0396,0.7566
16-APR-2026,531893,0.39,0.38,0.0260,0.0321,0.0320,0.6114
16-APR-2026,531900,27.89,27.99,-0.0036,0.0429,0.0428,0.8177
16-APR-2026,531902,26.93,25.65,0.0487,0.0427,0.0428,0.8177
16-APR-2026,531909,2.16,2.12,0.0187,0.0348,0.0347,0.6629
16-APR-2026,531910,236.55,242.55,-0.0250,0.0405,0.0405,0.7738
16-APR-2026,531911,50.24,48.38,0.0377,0.0366,0.0366,0.6992
16-APR-2026,531913,15.50,15.75,-0.0160,0.0312,0.0312,0.5961
16-APR-2026,531918,99.17,99.17,0.0000,0.0375,0.0374,0.7145
16-APR-2026,531923,131.55,125.70,0.0455,0.0305,0.0306,0.5846
16-APR-2026,531925,1.30,1.32,-0.0153,0.0538,0.0537,1.0259
16-APR-2026,531928,9.96,9.96,0.0000,0.0200,0.0200,0.3821
16-APR-2026,531930,26.68,28.31,-0.0593,0.0466,0.0466,0.8903
16-APR-2026,531931,151.85,144.25,0.0513,0.0313,0.0315,0.6018
16-APR-2026,531944,17.05,17.23,-0.0105,0.0364,0.0363,0.6935
16-APR-2026,531950,3.24,3.15,0.0282,0.0317,0.0316,0.6037
16-APR-2026,531952,62.47,62.89,-0.0067,0.0304,0.0303,0.5789
16-APR-2026,531959,2.01,2.00,0.0050,0.0349,0.0348,0.6649
16-APR-2026,531962,42.63,41.30,0.0317,0.0411,0.0411,0.7852
16-APR-2026,531968,40.15,40.98,-0.0205,0.0489,0.0488,0.9323
16-APR-2026,531971,208.15,208.15,0.0000,0.0132,0.0131,0.2503
16-APR-2026,531977,7.13,7.12,0.0014,0.0374,0.0373,0.7126
16-APR-2026,531979,109.61,109.28,0.0030,0.0334,0.0333,0.6362
16-APR-2026,531982,14.23,14.62,-0.0270,0.0351,0.0351,0.6706
16-APR-2026,531989,38.85,37.00,0.0488,0.0297,0.0298,0.5693
16-APR-2026,531991,0.58,0.57,0.0174,0.0413,0.0412,0.7871
16-APR-2026,531994,174.70,174.00,0.0040,0.0301,0.0300,0.5731
16-APR-2026,531996,9.40,9.40,0.0000,0.0387,0.0386,0.7375
16-APR-2026,531997,37.40,35.62,0.0488,0.0335,0.0336,0.6419
16-APR-2026,532001,52.00,52.00,0.0000,0.0373,0.0373,0.7126
16-APR-2026,532005,43.24,43.01,0.0053,0.0387,0.0386,0.7375
16-APR-2026,532007,34.20,32.60,0.0479,0.0294,0.0295,0.5636
16-APR-2026,532011,105.78,96.17,0.0952,0.0402,0.0407,0.7776
16-APR-2026,532015,11.65,11.95,-0.0254,0.0387,0.0386,0.7375
16-APR-2026,532016,213.70,229.95,-0.0733,0.0315,0.0319,0.6094
16-APR-2026,532024,13.69,13.69,0.0000,0.0072,0.0071,0.1356
16-APR-2026,532039,48.03,46.56,0.0311,0.0284,0.0284,0.5426
16-APR-2026,532041,8.80,9.12,-0.0357,0.0373,0.0373,0.7126
16-APR-2026,532042,29.45,31.00,-0.0513,0.0359,0.0360,0.6878
16-APR-2026,532053,78.75,77.53,0.0156,0.0375,0.0374,0.7145
